id,strLocation,latitude,longitude,city,state,zip
6745-78191,Reseda & Vanowen,34.194906,-118.53565,Reseda,CA,91335
20770-207884,Sunset & Palisades,34.044865,-118.551606,Pacific Palisades,CA,90272
79627-98609,Vons-Pacific Palisades #2266,34.039577,-118.55437,Pacific Palisades,CA,90272
544-476,Ventura & Louise,34.160776,-118.510383,Encino,CA,91316
29497-253525,Tampa & Nordhoff,34.235761,-118.5539,Los Angeles,CA,91324
79683-108474,Vons - Malibu #2813,34.020761,-118.810042,Malibu,CA,90265
5562-1689,PCH & Trancas Canyon Rd.,34.031127,-118.843117,Malibu,CA,90265
5341-1057,Devonshire & Mason,34.256767,-118.580228,Chatsworth,CA,91311
74621-93750,Vons-Chatsworth #1671,34.256819,-118.578771,Chatsworth,CA,91311
5627-249,Shirley & Plummer,34.242259,-118.55966,Northridge,CA,91324
17853-180644,Northridge Fashion Center,34.238734,-118.55605,Northridge,CA,91324
56506-290154,Macys Northridge Fashion Center,34.239485,-118.555615,Northridge,CA,91324
5861-29276,Rinaldi & Corbin,34.275106,-118.563478,Northridge,CA,91326
54936-281184,"RALPHS - PORTER RANCH, CA#127",34.276114,-118.563416,Porter Ranch,CA,91326
20686-189424,Reseda & Nordhoff,34.234804,-118.535796,Northridge,CA,91324
6459-53039,Reseda & Plummer,34.241712,-118.535859,Northridge,CA,91324
5208-1975,Reseda & Devonshire,34.256616,-118.537063,Northridge,CA,91324
9456-96474,Saticoy & Louise,34.207734,-118.509609,Van Nuys,CA,91406
19305-195844,Roscoe & Balboa,34.220989,-118.502148,Van Nuys,CA,91406
76446-90560,Target Northridge T-2020,34.234581,-118.503151,Northridge,CA,91325
18515-179548,Ralphs Granada Hills #646,34.263411,-118.524142,Granada Hills,CA,91344
5643-201564,Chatsworth & Zelzah,34.265219,-118.523867,Granada Hills,CA,91344
643-360,Ventura & Hayvenhurst,34.157727,-118.491662,Encino,CA,91436
6782-80486,Nordhoff & Woodley,34.235344,-118.485966,North Hills,CA,91343
5207-1974,Devonshire & Balboa,34.256768,-118.499756,Granada Hills,CA,91344
75102-34499,Galpin Motors - Jaguar Showroom,34.220796,-118.470592,Van Nuys,CA,91406
11895-105173,Balboa & Knollwood,34.285393,-118.501266,Granada Hills,CA,91344
76487-111372,Target Granada Hills T-2329,34.272224,-118.50414,Granada Hills,CA,91344
74776-98344,Vons-Granada Hills #2250,34.271866,-118.49975,Granada Hills,CA,91344
5815-8729,Sepulveda & Ventura,34.15579,-118.467069,Sherman Oaks,CA,91403
15580-141904,Target Van Nuys T-1307,34.17416,-118.46633,Van Nuys,CA,91411
5552-796,Ventura & Noble,34.152693,-118.460349,Sherman Oaks,CA,91403
548-491,Ventura & Cedros,34.151261,-118.452072,Sherman Oaks,CA,91403
27261-247044,Van Nuys & Hortense,34.154426,-118.447784,Los Angeles,CA,91403
18373-179549,Ralphs Van Nuys #702,34.171555,-118.44736,Van Nuys,CA,91401
6630-71280,Burbank & Van Nuys,34.172451,-118.447522,Van Nuys,CA,91401
6961-88003,Sherman Way & Sepulveda,34.2014,-118.468279,Van Nuys,CA,91406
19837-171185,Ralphs-Sherman Oaks #222,34.149964,-118.439289,Sherman Oaks,CA,91403
18356-188205,Westfield Fashion Square - Level 1,34.156698,-118.437404,Sherman Oaks,CA,91423
23369-229524,Van Nuys & Hartland,34.195022,-118.449164,Van Nuys,CA,91405
5549-1822,N Beverly Glen & Beverly Glen Crcl,34.127609,-118.443859,Los Angeles,CA,90077
20338-204605,Target Van Nuys T-1309,34.212674,-118.460076,Van Nuys,CA,91405
5777-16654,Ventura & Allot,34.147724,-118.428146,Sherman Oaks,CA,91423
5996-52599,Riverside & Fulton,34.158123,-118.424307,Sherman Oaks,CA,91423
8637-80485,Sepulveda & Nordhoff,34.234621,-118.467262,North Hills,CA,91343
5447-1377,Ventura & Alcove,34.14468,-118.412371,Studio City,CA,91604
6610-66080,Laurel Canyon & Riverside,34.157797,-118.396241,Valley Village,CA,91607
74702-97967,Vons-Studio City #1674,34.144375,-118.395744,Studio City,CA,91604
573-295,Ventura & Vantage,34.143206,-118.397337,Studio City,CA,91604
659-333,Barrington & Sunset,34.064485,-118.4694,Los Angeles,CA,90049
79355-103604,Ralphs-Westwood #759,34.063359,-118.443906,Westwood,CA,90024
5494-404,Broxton & Weyburn,34.062501,-118.447391,Los Angeles,CA,90024
16280-166728,Target LA Westwood T-2774,34.062796,-118.443718,Los Angeles,CA,90024
3575-126987,Von's-West Hollywood #2739,34.083722,-118.386627,West Hollywood,CA,90069
5232-248024,Santa Monica & Robertson,34.084089,-118.385887,West Hollywood,CA,90069
536-364,Westwood & Lindbrook,34.059427,-118.444728,Los Angeles,CA,90024
633-351,Santa Monica & Westmount,34.088283,-118.379078,West Hollywood,CA,90069
5350-902,Sunset Blvd & N. Kings Rd,34.0957,-118.372111,West Hollywood,CA,90069
505-448,N Beverly & S. Santa Monica Blvd,34.070585,-118.402361,Beverly Hills,CA,90210
5401-721,Wilshire & Santa Monica,34.066665,-118.410299,Beverly Hills,CA,90210
14629-128224,Sunset & Crescent Heights,34.09777,-118.365224,Los Angeles,CA,90046
6467-56379,Hollywood & Highland,34.102771,-118.339246,Hollywood,CA,90028
15177-8708,Hollywood & Orange -Madame Tussauds,34.101902,-118.341382,Los Angeles,CA,90028
5775-16414,Hollywood & McCadden,34.101806,-118.337206,Hollywood,CA,90028
21866-169146,"Ralph's- Hollywood, CA #100",34.098715,-118.348393,Los Angeles,CA,90046
5402-1195,Sunset & La Brea,34.098151,-118.343531,Los Angeles,CA,90028
6512-60520,Santa Monica & Fairfax,34.091007,-118.361711,West Hollywood,CA,90046
6729-74640,Santa Monica & La Brea,34.090357,-118.344252,West Hollywood,CA,90046
5871-30359,Beverly & Robertson,34.076993,-118.383543,West Hollywood,CA,90048
75244-90562,Cedars-Sinai Medical Center,34.075081,-118.380376,Los Angeles,CA,90048
624-346,Melrose & Stanley,34.083427,-118.356145,Los Angeles,CA,90046
21467-212349,Target @ West Hollywood T-1884,34.089763,-118.344716,Los Angeles,CA,90046
22601-215486,Highland & Willoughby,34.086929,-118.338858,Los Angeles,CA,90038
74586-39039,Vons-Los Angeles #2229,34.084362,-118.326967,Los Angeles,CA,90038
8658-93562,"Hacienda & Valley, City of Industry",34.020825,-117.958229,Hacienda Heights,CA,91745
10226-98369,"Azusa & Amar, West Covina",34.035404,-117.911915,West Covina,CA,91792
76893-102970,Target West Covina T-2147,34.033373,-117.912013,West covina,CA,91792
74766-98352,Vons-Hacienda Heights #3086,33.994997,-117.967375,Hacienda Heights,CA,91745
13226-106936,"Fairplex & I-10, Pomona",34.071985,-117.788333,Pomona,CA,91768
75469-107379,Cal Poly Pomona Library,34.057571,-117.821379,Pomona,CA,91768
23599-231366,Garey & Alvarado,34.067903,-117.751734,Pomona,CA,91768
6870-76140,"Garey & Mission, Pomona",34.055371,-117.750356,Pomona,CA,91766
6803-41819,"Valley & Grand, Walnut",34.02757,-117.836501,Walnut,CA,91789
28053-248946,Pomona & Temple,34.047573,-117.810869,Pomona,CA,91768
17655-168485,Valley & Lemon,34.009788,-117.859502,Walnut,CA,91789
10540-193704,Fullerton & Gale,33.994883,-117.907047,City of Industry,CA,91748
5288-228806,Azusa and 60 Fwy,33.994568,-117.931162,City of Industry,CA,91748
76189-93365,Target Rowland Heights T-222,33.991982,-117.919,Rowland Heights,CA,91748
6461-46581,"Temple & Mission, Pomona",34.041683,-117.798355,Pomona,CA,91766
5681-219126,Grand & Golden Springs,34.00528,-117.822615,Diamond Bar,CA,91765
76687-102983,Target Diamond Bar T-2179,34.004565,-117.821656,Diamond Bar,CA,91765
19857-198885,Target Pomona T-2831,34.02654,-117.771271,Pomona,CA,91766
5582-1849,Colima Rd. & Fairway Dr.,33.986559,-117.871805,Rowland Heights,CA,91748
10112-97117,"Rio Rancho & The 71, Pomona",34.028421,-117.760779,Pomona,CA,91766
56489-290162,Macy's The Shops at Montebello,34.035834,-118.082042,Montebello,CA,90640
5444-1461,Shops at Montebello-Center Ct,34.036144,-118.083901,Montebello,CA,90640
9452-218446,Beverly & Workman Mill,33.999016,-118.05553,Whittier,CA,90601
8799-95014,"Whittier & Passons, Pico Rivera",33.999401,-118.07869,Pico Rivera,CA,90660
29625-254250,Target - Pico Rivera T-1425,34.002125,-118.085941,Pico Rivera,CA,90660
6750-87601,"Beverly and Montebello, Montebello",34.017453,-118.106213,Montebello,CA,90640
73688-128624,Albertsons - Montebello #1181,34.031353,-118.122282,Montebello,CA,90640
26334-244304,Whittier & Broadway,33.985301,-118.057772,Whittier,CA,90606
5507-1460,Greenleaf & Philadelphia - Whittier,33.979247,-118.037187,Whittier,CA,90601
49421-266065,Whittier & Garfield,34.014505,-118.13034,Montebello,CA,90640
6545-62659,"Washington & Rosemead, Pico Rivera",33.984495,-118.100156,Pico Rivera,CA,90660
24168-231371,Washington & Norwalk,33.972929,-118.073656,Santa Fe Springs,CA,90606
9351-95997,"Washington & Lambert, Whittier",33.966892,-118.048117,Whittier,CA,90606
56258-288764,TARGET COMMERCE T-189,34.017899,-118.150704,Commerce,CA,90022
8657-243615,Whittier & Michigan,33.959923,-118.026636,Whittier,CA,90605
5680-182264,Whittier & Colima,33.948656,-118.007083,Whittier,CA,90605
76398-95640,Target Whittier T-2019,33.942956,-117.996558,Whittier,CA,90603
74921-101340,Vons - Whittier #2027,33.941095,-117.99423,Whittier,CA,90603
6613-247548,Telegraph & Carmenita,33.939307,-118.044493,Santa Fe Springs,CA,90605
5716-220264,Imperial & La Mirada,33.91689,-118.011518,La Mirada,CA,90638
6518-64461,Imperial & Carmenita,33.91673,-118.049406,Santa Fe Springs,CA,90670
24287-231369,Telegraph & Orr and Day,33.94721,-118.086547,Santa Fe Springs,CA,90670
10342-97367,"Rosecrans & La Mirada, La Mirada",33.898429,-118.006816,La Mirada,CA,90638
73570-79972,Albertsons-La Mirada #0148,33.896981,-118.007925,La Mirada,CA,90638
11224-103807,"Diamond Bar & Cold Spring, Diamond",33.974644,-117.837676,Diamond Bar,CA,91765
8636-93711,"Firestone & Long Beach, Southg",33.955165,-118.219045,Southgate,CA,90280
8819-94823,"Gage & Compton, Huntington Park",33.982319,-118.248893,Los Angeles,CA,90001
21800-197225,Central & Slauson,33.987899,-118.257169,Los Angeles,CA,90001
5788-17554,Pacific & Belgrave,33.986986,-118.22552,Huntington Park,CA,90255
16783-164227,MLK & Bullis,33.928199,-118.198762,Lynwood,CA,90262
8780-94588,Slauson & State,33.988944,-118.213774,Huntington Park,CA,90255
49344-258624,Ralphs Los Angeles #274,33.959516,-118.307929,Los Angeles,CA,90047
49966-266425,Firestone & Hildreth,33.952073,-118.186797,South Gate,CA,90280
6510-56259,"Atlantic & Florence, Bell",33.970592,-118.188383,Bell,CA,90201
6580-65700,"Atlantic & Imperial, Lynwood",33.932017,-118.183349,Lynwood,CA,90262
5995-88000,Western & Slauson,33.988896,-118.30987,Los Angeles,CA,90047
25053-238705,Rosecrans & Normandie,33.901697,-118.300137,Gardena,CA,90247
49385-266424,Atlantic & 58th,33.988214,-118.185184,Maywood,CA,90270
76944-131626,Target Hawthorne T-2280,33.922108,-118.321447,Hawthorne,CA,90250
6767-79220,Century & Club Dr,33.945841,-118.331115,Inglewood,CA,90303
3425-85640,"Crenshaw & I-105, Hawthorne",33.924208,-118.325881,Hawthorne,CA,90250
15491-155987,Target Inglewood T-1329,33.947296,-118.333168,Inglewood,CA,90303
3973-146285,Target South Gate T-190,33.949024,-118.16615,South Gate,CA,90280
54682-282272,THE BICYCLE HOTEL & CASINO- LS,33.966372,-118.16611,BELL GARDENS,CA,90201
5834-22761,"Firestone & Garfield, Southgate",33.952159,-118.163922,Southgate,CA,90280
17413-168644,Figueroa & Exposition,34.018589,-118.281769,Los Angeles,CA,90007
5644-261704,Normandie & Redondo Beach Blvd,33.891174,-118.300309,Gardena,CA,90247
6787-79160,Eastern & Florence,33.969163,-118.164243,Bell Gardens,CA,90201
26328-243763,Alameda & 14th,34.025341,-118.239853,Los Angeles,CA,90021
15244-113064,Trojan Grounds @ USC,34.021676,-118.282181,Los Angeles,CA,90007
52257-281105,Figueroa & 31st,34.024127,-118.278189,Los Angeles,CA,90007
22477-221164,Olympic & Soto,34.0247,-118.2202,Los Angeles,CA,90023
52505-281965,Century & Prairie,33.94524,-118.344161,Inglewood,CA,90304
24005-234864,Figueroa & 28th,34.026426,-118.277509,Los Angeles,CA,90007
25043-237829,USC Village,34.024627,-118.284308,Los Angeles,CA,90089
53957-283180,Rosecrans & Crenshaw,33.902627,-118.326263,Gardena,CA,90249
50535-266989,Target Express Usc T-3217,34.025759,-118.284313,Los Angeles,CA,90089
53065-277885,USC - Cafe 84,34.024659,-118.288047,Los Angeles,CA,90089
74581-83081,Vons-Inglewood #2502,33.960257,-118.349168,Inglewood,CA,90301
25583-241264,Paramount & Imperial,33.924152,-118.152771,Downey,CA,90242
76505-99301,Target Gardena T-290,33.886691,-118.316845,Gardena,CA,90247
6859-83043,Atlantic & Washington,34.00306,-118.167174,City of Commerce,CA,90040
25941-242286,Hawthorne Blvd & Imperial,33.930655,-118.353149,Hawthorne,CA,90250
13397-107450,12th & Hill,34.039215,-118.260963,Los Angeles,CA,90015
6608-65303,9th & Santee,34.039857,-118.253353,Los Angeles,CA,90015
48339-262504,Pico & Grand,34.039146,-118.264436,Los Angeles,CA,90015
27711-248469,Jefferson & Western,34.025752,-118.30867,Los Angeles,CA,90018
10939-100965,11th & Grand,34.04152,-118.262318,Los Angeles,CA,90015
5688-5364,Hawthorne & El Segundo,33.916651,-118.351841,Hawthorne,CA,90250
47433-258288,Olympic & Olive,34.042234,-118.259873,Los Angeles,CA,90015
17989-179004,6th & Spring,34.045882,-118.251286,Los Angeles,CA,90014
13222-106449,Olympic & Figueroa (LA LIVE),34.044652,-118.266074,Los Angeles,CA,90015
17331-172467,9th & Flower,34.045488,-118.261393,Los Angeles,CA,90015
6557-65159,2nd & Central,34.047996,-118.23902,Los Angeles,CA,90012
24164-236345,7th & Hope (The Bloc),34.048187,-118.258288,Los Angeles,CA,90017
11233-104456,6th & Grand,34.048767,-118.255048,Los Angeles,CA,90014
24871-239146,5th & Hill (Pershing Square),34.048974,-118.25186,Los Angeles,CA,90013
27702-248365,2nd & San Pedro,34.049327,-118.242036,Los Angeles,CA,90012
16281-166729,Target LA Central T-2776,34.048894,-118.261057,Los Angeles,CA,90017
6577-66220,Figueroa & 7th (FIGat7th),34.0492,-118.260545,Los Angeles,CA,90017
9234-262184,Grand & 5th Gas Co Tower,34.05019,-118.253646,Los Angeles,CA,90013
9973-98128,1st & Los Angeles (Doubletree),34.050864,-118.242203,Los Angeles,CA,90012
17846-183124,Whittier & Goodrich,34.01907,-118.153509,Commerce,CA,90022
6897-81160,"Citadel Outlets, City of Commerce",34.005613,-118.152584,City of Commerce,CA,90040
8779-94589,"Slauson & I-5, Commerce",33.975368,-118.12433,Los Angeles,CA,90040
10659-101520,"Lakewood & Telegraph, Downey",33.961091,-118.110732,Downey,CA,90240
507-450,Larchmont & Beverly,34.074908,-118.323461,Los Angeles,CA,90004
5911-34399,Wilshire & Serrano,34.061435,-118.30632,Los Angeles,CA,90010
54501-286525,6th & Kenmore (Chapman Market),34.063727,-118.297064,Los Angeles,CA,90020
17848-181484,Wilshire & Normandie,34.061451,-118.299522,Los Angeles,CA,90010
22525-213345,Vermont & Wilshire,34.061517,-118.291249,Los Angeles,CA,90010
5488-1453,Wilshire & Highland,34.061907,-118.338895,Los Angeles,CA,90036
25200-156784,"Ralph's-Los Angeles, CA #39",34.070017,-118.343501,Los Angeles,CA,90036
5373-931,Beverly & Detroit,34.07597,-118.344996,Los Angeles,CA,90036
28131-250071,4th and La Brea,34.06716,-118.344308,Los Angeles,CA,90036
9998-98124,Wilshire & Detroit,34.062516,-118.345364,Los Angeles,CA,90036
9506-95463,Pico & San Vicente,34.048457,-118.337222,Los Angeles,CA,90019
6688-75720,Wilshire & Union,34.055731,-118.270301,Los Angeles,CA,90017
22415-184968,Ralphs Los Angeles #289,34.062884,-118.350934,Los Angeles,CA,90036
28278-245232,Ralphs - LA #291,34.047531,-118.339578,Los Angeles,CA,90019
5698-2402,La Brea & San Vicente,34.050936,-118.34401,Los Angeles,CA,90019
9505-96843,"Crenshaw & Washington, Los Angeles",34.040151,-118.330501,Los Angeles,CA,90018
12900-154604,Wilshire & Curson,34.062657,-118.35389,Los Angeles,CA,90036
49792-271151,6th & Bixel,34.054212,-118.26304,Los Angeles,CA,90017
10586-101074,Wilshire & Bixel,34.052078,-118.26327,Los Angeles,CA,90017
5277-313,3rd & Fairfax (Farmers Market),34.071758,-118.360775,Los Angeles,CA,90036
15062-155325,Dwntn LA Union Station Main Concrse,34.056059,-118.235776,Los Angeles,CA,90012
2820-88441,La Brea & Centinela,33.975581,-118.357913,Inglewood,CA,90302
6593-64760,"Crenshaw & Coliseum, Los Angeles",34.01915,-118.334765,Los Angeles,CA,90016
25054-238704,Manchester & Oak,33.961808,-118.366371,Inglewood,CA,90301
49425-266068,La Cienega & Centinela,33.97752,-118.36993,Inglewood,CA,90302
49341-237439,Ralph's - Los Angeles #185,33.978939,-118.371584,Los Angeles,CA,90045
5284-718,CityNatPlz - lower lvl (6th&Flower),34.050606,-118.257392,Los Angeles,CA,90071
5256-714,5th & Figueroa-Union Bank 2nd Level,34.05264,-118.257129,Los Angeles,CA,90071
5291-794,5th & Flower (Citibank),34.051427,-118.255319,Los Angeles,CA,90071
9227-159869,BankAmerica - lower lvl (3rd&Hope),34.05338,-118.253479,Los Angeles,CA,90071
5289-886,Two Cal Plaza,34.051652,-118.251546,Los Angeles,CA,90071
9230-154245,Grand & 1st (Grand Park),34.056126,-118.246984,Los Angeles,CA,90012
21687-212688,Ralphs - Los Angeles #283,34.020441,-118.35481,Los Angeles,CA,90016
76949-131627,Target Los Angeles T-1306,34.023407,-118.373792,Los Angeles,CA,90016
14412-118485,La Cienega & Jefferson,34.026772,-118.371795,Los Angeles,CA,90016
51992-276512,Ralphs - Culver City #284,34.002155,-118.393394,Culver City,CA,90230
76328-97203,Target Culver City T-198,33.999166,-118.393414,Culver City,CA,90230
74574-79834,Vons-Culver City #2212,33.996832,-118.394214,Culver City,CA,90230
5250-901,Venice & Culver,34.027136,-118.392767,Los Angeles,CA,90034
29701-179005,Slauson & Sepulveda,33.988168,-118.392698,Culver City,CA,90230
5771-15093,Washington & Culver,34.022193,-118.39623,Culver City,CA,90232
28051-249448,La Cienega and Airdrome,34.046133,-118.376175,Los Angeles,CA,90035
5095-146865,Target Culver City South T-2632,33.984601,-118.394396,Culver City,CA,90230
5785-5892,Promenade at Howard Hughes Center,33.977779,-118.391756,Los Angeles,CA,90045
50325-273965,Overland & Washington Blvd,34.017095,-118.405418,Culver City,CA,90232
6451-54039,National & Castle Heights,34.03105,-118.400976,Los Angeles,CA,90034
5577-1851,Fairfax & Olympic,34.057977,-118.363745,Los Angeles,CA,90036
17404-175104,Sepulveda & Washington,34.006874,-118.412548,Culver City,CA,90230
5626-1958,Pico & Robertson,34.054929,-118.38354,Los Angeles,CA,90035
8608-93890,Jefferson & Centinela,33.981541,-118.409088,Los Angeles,CA,90230
5758-13907,La Cienega & Gregory Way,34.063584,-118.376354,Beverly Hills,CA,90211
671-312,Olympic & Doheny,34.059476,-118.389593,Beverly Hills,CA,90211
20540-196508,Ralph's - Los Angeles #198,34.055004,-118.39791,Los Angeles,CA,90035
16279-169147,Target LA Beverly T-2775,34.07526,-118.375571,Los Angeles,CA,90048
5257-292,S. Beverly & Charleville,34.064608,-118.39884,Beverly Hills,CA,90212
49423-266066,Florence & Paramount,33.953492,-118.130483,Downey,CA,90240
5567-1752,Westwood & Missouri,34.048356,-118.435384,Westwood,CA,90025
5738-10772,Santa Monica & Pontius,34.047554,-118.445226,West Los Angeles,CA,90025
9233-9082,Avenue of Stars & Constellation,34.058668,-118.416599,Century City,CA,90067
9232-9081,Century Park East & Constellation,34.061035,-118.414937,Century City,CA,90067
9228-9080,Century Park East & Olympic,34.058995,-118.413203,Century City,CA,90067
5565-1850,Olympic & Westwood,34.04316,-118.431672,Los Angeles,CA,90064
546-489,Pico & Midvale,34.039601,-118.429978,Los Angeles,CA,90064
5337-1197,Olympic & Sawtelle,34.038106,-118.440928,Los Angeles,CA,90064
508-451,San Vicente & Barrington,34.053728,-118.466123,Los Angeles,CA,90049
18381-179547,Ralphs Los Angeles #210,34.034706,-118.449013,Los Angeles,CA,90064
22711-223785,Ralph's - Los Angeles #44,34.044893,-118.467009,Los Angeles,CA,90025
5213-293,Santa Monica & Bundy,34.040344,-118.463325,West Los Angeles,CA,90025
26527-244452,Sepulveda & National,34.027255,-118.427764,Los Angeles,CA,90034
53505-281185,RALPHS - LOS ANGELES #709,34.026325,-118.432704,Los Angeles,CA,90064
74737-98608,Vons-Los Angeles #2077,34.026617,-118.427083,Los Angeles,CA,90034
5394-981,National & Barrington,34.022724,-118.43899,Los Angeles,CA,90064
647-365,Wilshire & 26th,34.036049,-118.477694,Santa Monica,CA,90403
23517-218564,Pico & Stewart,34.024321,-118.460833,Santa Monica,CA,90405
7975-95815,Santa Monica & 26th,34.03272,-118.475271,Santa Monica,CA,90404
5493-1376,Ocean Park & 29th,34.019695,-118.454751,Santa Monica,CA,90405
18380-179545,Ralphs Santa Monica #292,34.027324,-118.473417,Santa Monica,CA,90404
5826-5897,Colorado & Cloverfield,34.02732,-118.474858,Santa Monica,CA,90404
574-296,15th & Montana,34.032754,-118.494233,Santa Monica,CA,90403
74799-98878,Vons-Santa Monica #2002,34.026745,-118.489943,Santa Monica,CA,90403
19895-184244,Wilshire & 11th,34.024267,-118.49168,Santa Monica,CA,90403
22640-223084,Venice & Centinela,34.003247,-118.433707,Los Angeles,CA,90066
22065-217151,Lincoln & Pico,34.01207,-118.483048,Santa Monica,CA,90405
74781-98357,Vons-Santa Monica #2262,34.017371,-118.489905,Santa Monica,CA,90401
5667-2401,Lincoln & Marine,34.003455,-118.471965,Santa Monica,CA,90405
79544-104485,Vons - Santa Monica #2231,34.02775,-118.500081,Santa Monica,CA,90403
20538-186785,Ralphs Venice #281,33.999087,-118.461491,Venice,CA,90291
529-473,7th & Montana,34.027019,-118.501826,Santa Monica,CA,90403
25579-237064,Santa Monica Place Mall - East Wing,34.013974,-118.493197,Santa Monica,CA,90401
6861-83040,3rd & Santa Monica-3rd St Promenade,34.015792,-118.496476,Santa Monica,CA,90401
22382-220265,Olympic & Main,34.010658,-118.491559,Santa Monica,CA,90401
28281-247824,Ralphs Downey #295,33.936211,-118.127132,Downey,CA,90241
5813-21161,"Firestone & Lakewood, Downey",33.935682,-118.123594,Downey,CA,90241
6672-68905,Downey Landing,33.927755,-118.129326,Downey,CA,90242
15586-142024,Target Norwalk T-1340,33.926086,-118.106735,Norwalk,CA,90650
25587-241084,Bellflower Blvd & Imperial,33.916763,-118.125099,Downey,CA,90242
15626-157284,"Firestone & Studebaker, Norwalk",33.921985,-118.097899,Norwalk,CA,90650
14154-113344,"Hawthorne Blvd & 149th St, Lawndale",33.896689,-118.352108,Lawndale,CA,90260
51650-278826,Crenshaw & 164th,33.881763,-118.326237,Torrance,CA,90504
75628-38879,Marriott Los Angeles Int'l Airport,33.946481,-118.384511,Los Angeles,CA,90045
5878-29655,"Rosecrans & Oceangate, Hawthorne",33.901441,-118.36676,Hawthorne,CA,90250
14627-123604,Douglas & Maple,33.927354,-118.383729,El Segundo,CA,90245
26529-239124,Residence Inn @ LAX,33.945608,-118.38732,Los Angeles,CA,90045
74868-94831,Vons - Redondo Beach #1623,33.892834,-118.362248,Redondo Beach,CA,90278
75810-94544,Sheraton Gateway Hotel,33.946424,-118.39094,Los Angeles,CA,90045
5840-26567,"Rosecrans & The 405 Fwy, Hawthorne",33.901253,-118.37418,Hawthorne,CA,90250
6687-69960,"Artesia & Prairie, Torrance",33.873142,-118.343115,Torrance,CA,90504
14211-113350,Sepulveda & 89th,33.956054,-118.395965,Westchester,CA,90045
5244-318,La Tijera & Sepulveda,33.956721,-118.396908,Los Angeles,CA,90045
29552-253805,Ralphs - Los Angeles #209,33.956077,-118.39775,Los Angeles,CA,90045
72305-4330,LAX - Terminal 2 Baggage Claim,33.945458,-118.403349,Los Angeles,CA,90045
24673-238029,LAX - Terminal 2 Departures,33.946439,-118.404189,Los Angeles,CA,90045
26137-242689,LAX T6 Evenings Gate 60,33.94254,-118.402047,Los Angeles,CA,90045
26131-243427,LAX T6 Baggage Claim,33.942785,-118.402509,Los Angeles,CA,90045
72328-5831,LAX Terminal- 3,33.946679,-118.407319,Los Angeles,CA,90045
16928-172185,LAX T4-Baggage Claim,33.94222,-118.407007,Los Angeles,CA,90045
19448-193605,LAX - Tom Bradley Evenings Gate 157,33.946107,-118.410766,Los Angeles,CA,90045
19087-193606,LAX - Great Hall,33.942496,-118.410518,Los Angeles,CA,90045
20401-196507,Ralph's - Los Angeles #278,33.958057,-118.418785,Los Angeles,CA,90045
25813-241711,Lincoln & 84th,33.961752,-118.420077,Los Angeles,CA,90045
5502-1658,Sepulveda & Mariposa,33.922874,-118.395938,El Segundo,CA,90245
47954-244729,Ralphs El Segundo #645,33.922085,-118.395551,El Segundo,CA,90245
27526-235424,Loyola Marymount University - Libra,33.970631,-118.419194,Los Angeles,CA,90045
22881-225524,Runway & McConnell,33.976482,-118.417574,Playa Vista,CA,90094
7956-95418,Grand & Eucalyptus,33.919085,-118.41336,El Segundo,CA,90245
11954-105938,"Rosecrans & Sepulveda, El Segundo",33.905051,-118.394056,El Segundo,CA,90245
5349-263,Rosecrans & Douglas - El Segundo,33.902274,-118.383552,El Segundo,CA,90245
9545-96910,Lincoln & Fiji,33.978713,-118.437818,Marina del Rey,CA,90292
18449-179546,Ralphs Marina Del Rey #279,33.979798,-118.438958,Marina Del Rey,CA,90292
79706-98880,Vons - Marina Del Rey #2105,33.985192,-118.439397,Marina Del Rey,CA,90292
14966-155986,"Ralph's-Manhattan Beach, CA #166",33.896166,-118.394455,Manhattan Beach,CA,90266
21686-214165,Ralph's - Marina Del Rey #280,33.984308,-118.443003,Marina Del Rey,CA,92092
616-341,Lincoln & Maxella,33.985986,-118.443085,Marina Del Rey,CA,90292
609-324,Sunset & Swarthmore,34.047223,-118.526011,Pacific Palisades,CA,90272
29700-254775,Rosecrans & Downey,33.903523,-118.150612,Paramount,CA,90723
5859-27698,"Hawthorne & Artesia, Torrance",33.872473,-118.352071,Torrance,CA,90504
27005-97579,Ralphs-Redondo Beach #120,33.866984,-118.353569,Redondo Beach,CA,90278
27703-248284,Hawthorne & 182nd,33.864437,-118.352084,Torrance,CA,90504
76433-95641,Target Redondo Beach T-1980,33.869071,-118.357302,Redondo Beach,CA,90278
5713-5903,Washington & Walnut Ave,33.991344,-118.446519,Marina Del Rey,CA,90292
5275-747,Washington & Pacific,33.979666,-118.465363,Marina Del Rey,CA,90292
54500-286448,Ocean Front Walk & Breeze,33.990167,-118.476391,Venice,CA,90291
506-449,Main & Hill,34.001127,-118.482494,Santa Monica,CA,90405
10626-101189,"Rosecrans & Bellflower, Bellflower",33.901744,-118.125603,Bellflower,CA,90706
6951-212904,Rosecrans & Studebaker,33.902418,-118.09929,Norwalk,CA,90650
9546-97058,"Firestone & Pioneer, Norwalk",33.912413,-118.08214,Norwalk,CA,90650
25006-237487,Target Norwalk T-1424,33.918144,-118.075239,Norwalk,CA,90650
6571-65302,"South & Woodruff, Lakewood",33.858028,-118.115698,Lakewood,CA,90713
74761-92740,Pavilions-Lakewood #2209,33.856845,-118.11563,Lakewood,CA,90713
50943-275224,Alondra Blvd & Studebaker,33.886923,-118.100423,Cerritos,CA,90703
27974-249305,Pioneer & Rosecrans,33.901447,-118.082316,Norwalk,CA,90650
